,credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
2714,665,Female,55,8,136354.16,1,1,1,93769.89,0
7171,637,Male,30,6,122641.56,2,1,0,65618.01,0
8435,638,Female,43,3,145860.98,1,1,1,142763.51,1
9321,563,Male,61,1,82182.1,1,1,0,106826.92,1
5659,546,Female,52,2,0.0,1,1,0,137332.37,1
3189,692,Female,42,2,0.0,2,1,0,145222.93,0
9968,512,Female,40,8,153537.57,2,0,0,23101.13,0
4305,692,Female,31,2,0.0,2,1,0,91829.17,1
909,806,Male,25,7,0.0,2,1,0,18461.9,0
5385,813,Female,36,6,98088.09,1,0,1,26687.22,1
1996,534,Male,62,2,0.0,2,0,0,42763.12,1
1866,559,Female,70,9,0.0,1,1,1,122996.76,0
1842,745,Female,35,8,0.0,2,1,1,116581.1,0
2497,613,Male,20,3,0.0,2,1,1,149613.77,0
201,759,Male,42,4,105420.18,1,0,1,121409.06,0
7905,701,Male,35,10,159693.9,2,1,1,71173.64,0
7724,842,Male,44,3,141252.18,4,0,1,128521.16,1
5054,640,Male,36,4,0.0,1,0,0,173016.46,0
5889,727,Female,31,2,52192.08,2,0,1,160383.47,0
4006,654,Male,37,6,83568.55,1,1,0,47046.72,0
9901,706,Female,56,3,139603.22,1,1,1,86383.61,0
2702,622,Female,30,4,107879.04,1,0,1,196894.62,0
3449,710,Male,49,10,129164.88,1,1,1,193266.72,0
331,667,Female,40,1,146502.07,1,1,0,19162.89,0
7139,806,Female,67,1,0.0,2,0,1,103945.58,0
8960,602,Female,26,8,113674.2,1,1,0,197861.16,1
9819,637,Male,51,1,104682.83,1,1,0,55266.96,1
7176,495,Male,39,8,120252.02,2,1,1,10160.23,0
2459,576,Male,63,9,70655.48,1,0,0,78955.8,1
1774,439,Male,28,7,110976.23,2,1,0,138526.96,0
6628,596,Male,57,6,0.0,2,1,1,72402.0,0
7596,599,Male,40,10,137456.28,2,1,1,14113.11,0
7986,667,Male,45,3,0.0,2,0,0,163655.01,0
2686,530,Female,42,0,99948.45,1,0,1,97338.62,0
9147,636,Male,35,9,95478.17,1,0,0,169286.74,0
989,722,Female,49,3,168197.66,1,1,0,140765.57,1
9046,630,Female,23,4,137964.51,1,0,1,174570.55,0
8348,642,Female,36,2,124495.98,3,1,1,57904.22,1
8875,702,Male,36,9,90560.48,2,1,0,174268.87,0
8550,687,Female,47,1,91219.29,1,0,0,158845.49,1
5806,696,Male,47,1,106758.6,1,1,1,80591.18,0
8733,749,Male,42,9,222267.63,1,0,0,101108.85,1
8697,751,Female,37,3,99773.85,2,1,0,54865.92,0
6574,785,Female,38,9,107199.75,1,0,0,146398.51,0
3052,607,Male,35,2,0.0,2,1,1,114190.3,0
8637,520,Male,34,3,0.0,2,1,1,104703.96,0
5462,694,Female,29,5,99713.87,1,0,0,112317.89,0
173,578,Male,30,4,169462.09,1,1,0,112187.11,0
4954,731,Male,42,9,101043.63,1,1,1,192175.52,0
4615,565,Female,44,1,0.0,2,0,1,89602.81,0
3321,682,Male,30,9,0.0,2,1,1,2053.42,0
7065,527,Male,53,8,0.0,1,1,1,51711.57,0
6246,633,Male,40,4,150578.0,1,0,1,34670.62,1
6745,552,Male,55,3,0.0,1,1,1,40333.94,0
3372,652,Female,37,4,92208.54,1,0,1,197699.8,1
6048,707,Female,36,6,0.0,1,0,0,98810.78,0
3311,513,Male,72,3,98903.06,1,1,1,81251.24,0
7416,583,Male,36,8,0.0,2,0,1,5571.59,0
7293,709,Female,34,2,111669.68,1,1,0,57029.66,0
7584,694,Female,39,9,0.0,2,0,0,99924.04,0
9377,584,Female,26,0,146286.22,1,1,0,105105.35,0
8811,610,Female,35,7,81905.95,1,1,1,61623.19,0
8160,790,Female,25,5,152885.77,1,1,0,58214.79,0
4679,777,Female,35,3,0.0,2,1,1,17257.72,0
3403,624,Female,62,7,125163.62,2,1,1,151411.5,0
18,587,Male,45,6,0.0,1,0,0,158684.81,0
3691,590,Female,76,5,160979.68,1,0,1,13848.58,0
8654,586,Male,42,6,126704.49,2,1,0,41682.3,0
4096,820,Male,34,10,97208.46,1,1,1,59553.34,0
3628,493,Female,35,8,178317.6,1,0,0,197428.64,0
8862,813,Male,59,2,135078.41,1,1,0,187636.06,1
2174,646,Male,26,4,139848.17,1,1,0,164696.27,0
1356,709,Male,49,4,154344.49,2,1,1,38794.57,0
5002,590,Male,43,7,81076.8,2,1,1,182627.25,1
7391,430,Male,31,5,0.0,1,1,0,95655.16,0
6922,678,Female,60,2,0.0,2,1,1,43821.56,0
5823,751,Female,51,7,148074.79,1,1,0,146411.41,1
9502,790,Male,29,3,46057.96,2,1,1,189777.66,0
5670,497,Male,32,8,0.0,2,1,0,67364.42,0
3112,698,Female,40,7,105061.74,3,1,0,107815.31,1
182,778,Female,45,1,162150.42,2,1,0,174531.27,0
3642,778,Male,42,6,0.0,2,1,1,106197.44,0
8857,624,Male,36,6,0.0,2,0,0,84749.96,0
1812,850,Female,33,7,134678.13,1,1,0,113177.95,0
7875,697,Female,38,1,182065.85,1,1,0,49503.5,0
8497,587,Male,36,1,0.0,2,0,1,17135.6,0
4912,748,Male,60,0,152335.7,1,1,0,126743.33,1
5668,667,Male,42,7,0.0,1,0,1,108348.94,1
8542,688,Female,40,8,150679.71,2,0,1,196226.38,0
1800,713,Female,59,3,0.0,2,1,1,62700.08,0
9251,541,Female,39,6,109844.81,1,1,0,25289.23,0
2429,816,Male,31,8,0.0,2,1,1,28407.4,0
5482,603,Male,46,2,0.0,2,1,0,174478.54,0
6761,573,Female,27,4,0.0,2,1,1,157549.6,0
9839,484,Male,41,5,0.0,1,1,1,74267.35,0
9635,547,Female,49,2,0.0,1,0,0,65466.93,1
1968,488,Female,39,9,140553.46,1,0,0,12440.44,0
8339,695,Female,42,0,0.0,2,0,1,140724.64,0
8141,486,Male,24,1,0.0,1,1,0,98802.76,0
7696,614,Female,39,8,125997.22,1,1,1,128049.34,1
7541,723,Male,28,4,0.0,2,1,1,123885.88,0
4987,452,Female,35,7,0.0,2,1,0,164241.67,0
9756,648,Female,43,7,81153.82,1,1,1,144532.85,1
4650,670,Male,33,2,141204.65,2,1,0,76257.46,0
1159,729,Male,37,10,0.0,2,1,0,100862.54,0
1213,694,Female,22,4,0.0,2,1,1,11525.72,0
7336,654,Female,28,7,0.0,2,1,0,151316.37,0
1325,613,Female,46,8,167795.6,1,0,1,44390.38,0
7512,641,Male,50,6,153590.73,2,1,1,130910.78,0
7580,708,Male,34,3,0.0,1,0,1,121457.88,1
4796,719,Male,35,1,100829.94,1,1,1,165008.97,0
6796,651,Female,25,8,0.0,2,1,1,126761.2,0
5808,684,Male,60,2,116563.58,1,1,0,120257.7,1
5943,645,Female,55,7,0.0,2,1,1,18369.33,0
9283,562,Female,27,3,0.0,2,1,0,28137.03,0
8144,571,Male,34,1,99325.04,2,0,1,186052.15,0
1455,686,Male,35,2,109342.82,2,0,1,86043.27,0
5410,623,Female,28,4,0.0,2,1,0,41227.67,0
7129,850,Male,33,3,100476.46,2,1,1,136539.13,0
8892,680,Female,32,5,0.0,1,1,1,150684.23,0
4962,531,Female,42,2,0.0,2,0,1,90537.47,0
2800,769,Male,51,9,156773.78,2,1,0,40257.79,0
1644,663,Female,37,7,0.0,1,1,1,185210.63,0
2140,653,Male,41,8,102768.42,1,1,0,55663.85,0
4536,642,Female,55,7,0.0,2,1,1,101515.76,0
4457,713,Male,47,1,95994.98,1,1,0,197529.23,0
8951,702,Female,23,7,98775.23,1,1,0,114603.96,0
5586,816,Female,25,2,150355.35,2,1,1,35770.84,0
4378,757,Female,71,0,88084.13,2,1,1,154337.47,0
729,499,Female,57,1,0.0,1,0,0,131372.38,1
4357,755,Male,36,8,0.0,2,1,0,176809.87,0
7748,842,Female,35,9,119948.09,1,1,0,48217.97,1
6716,515,Male,29,4,151012.55,2,1,0,9770.97,0
1936,728,Female,33,9,150412.14,2,1,0,170764.08,0
3793,727,Male,58,5,106913.43,1,1,0,25881.0,1
3736,498,Male,37,8,108432.88,2,1,1,14865.05,0
2261,763,Female,61,1,66101.89,1,1,1,143981.27,0
4005,589,Female,59,2,0.0,2,1,1,126160.24,1
1110,713,Female,52,0,185891.54,1,1,1,46369.57,1
9028,590,Female,45,2,81828.22,1,1,0,52167.97,0
5480,765,Female,34,8,136729.51,2,0,0,47058.21,0
2998,751,Male,47,5,142669.93,2,1,0,162760.96,0
2394,543,Male,43,9,0.0,2,1,1,78858.07,0
1185,756,Male,37,3,132623.6,1,1,1,58974.0,0
2007,705,Female,43,10,146547.78,1,0,1,10072.55,1
193,601,Male,32,8,93012.89,1,1,0,86957.42,0
5611,625,Male,42,6,100047.33,1,1,0,93429.95,0
2901,498,Male,73,2,170241.7,2,1,1,165407.96,0
578,593,Female,41,6,0.0,1,1,0,65170.66,0
6219,636,Male,37,1,115137.26,1,1,0,52484.01,0
5525,624,Male,51,10,123401.43,2,1,1,127825.25,0
771,717,Male,31,4,129722.57,1,0,0,41176.6,0
7839,566,Female,21,3,0.0,2,1,1,3626.47,0
2395,672,Male,52,8,170008.84,1,0,0,56407.42,1
1478,649,Female,45,5,92786.66,1,1,0,173365.9,1
1846,485,Female,30,7,0.0,1,1,0,107067.37,0
9108,772,Male,41,10,96032.22,1,1,1,75825.57,0
4274,502,Female,42,0,132002.7,1,0,1,28204.98,1
3740,649,Male,45,7,0.0,2,0,1,75204.21,0
4600,574,Female,34,5,112324.45,2,1,1,17993.43,0
8087,597,Male,38,1,0.0,2,1,0,41303.29,0
8710,678,Female,37,2,113383.07,1,1,1,135123.96,0
6676,619,Male,52,8,0.0,2,1,1,123242.11,0
6375,524,Female,64,5,0.0,1,1,0,136079.64,1
8124,791,Female,33,10,130229.71,2,0,0,54019.93,1
9538,777,Male,29,2,0.0,2,1,0,124489.88,0
4915,710,Male,45,1,0.0,2,1,1,36154.66,0
2073,626,Female,48,2,0.0,2,1,1,95794.98,0
4754,708,Female,59,2,0.0,1,1,0,179673.11,1
1896,850,Female,38,3,0.0,2,0,1,179360.76,0
8552,468,Female,22,1,76318.64,1,1,1,194783.12,0
6702,661,Male,37,7,109908.06,2,1,0,115037.67,1
6317,450,Male,29,7,117199.8,1,1,1,43480.63,0
3659,534,Female,42,9,144801.97,1,0,1,12483.39,1
6581,576,Female,71,6,140273.47,1,1,1,193135.25,1
2379,624,Male,26,9,74681.9,2,0,0,31231.35,0
1447,697,Male,56,5,110802.03,1,1,1,50230.31,1
342,545,Female,47,5,0.0,2,1,1,38970.14,0
5127,821,Female,38,8,0.0,2,0,1,126241.4,1
3136,607,Male,44,0,0.0,2,1,1,81140.09,0
2527,801,Male,42,6,0.0,2,1,1,95804.33,0
727,711,Female,25,7,0.0,3,1,1,9679.28,0
4577,580,Male,39,3,119688.81,1,1,0,137041.26,0
976,586,Female,43,8,132558.26,1,1,0,67046.83,1
8391,619,Male,38,10,84651.79,1,1,1,184754.26,0
5443,701,Male,28,1,103421.32,1,0,1,76304.73,0
9034,723,Female,49,0,153855.52,1,1,1,180862.26,1
3516,638,Female,34,7,0.0,2,1,1,198969.78,0
7975,641,Male,42,3,121765.37,2,1,1,166516.84,0
9787,553,Male,32,7,64082.09,1,0,1,109159.58,0
3940,716,Male,66,5,121411.9,1,0,0,10070.4,1
1299,618,Male,42,8,153572.31,2,1,1,76679.6,0
9764,601,Male,40,10,98627.13,2,0,0,77977.69,0
1348,615,Male,32,7,92199.84,1,1,1,2755.53,0
660,632,Female,41,3,81877.38,1,1,1,33642.21,0
5886,607,Male,40,5,90594.55,1,0,1,181598.25,0
1492,735,Male,50,9,0.0,1,0,0,166677.35,1
9946,669,Female,33,9,0.0,2,0,1,107221.03,0
4589,615,Male,35,7,0.0,2,1,0,150784.29,0
8530,808,Female,33,2,103516.87,1,1,0,113907.8,0
5154,729,Female,42,4,97495.8,2,0,0,2002.5,0
2315,662,Female,37,6,0.0,2,1,0,51229.17,0
9614,746,Female,37,4,0.0,2,0,1,171039.56,0
9577,841,Female,52,3,112383.03,1,1,0,85516.37,1
7024,624,Female,45,5,151855.33,1,1,0,68794.15,0
1085,803,Male,42,5,0.0,1,1,0,196466.83,1
2524,782,Male,52,4,0.0,1,1,1,52759.82,1
8968,717,Female,33,0,115777.23,1,1,1,81508.1,0
5374,606,Female,23,10,70417.79,1,0,1,90896.04,0
3198,544,Male,23,1,96471.2,1,1,0,35550.97,0
5751,645,Male,40,6,131411.24,1,1,1,194656.11,0
4008,835,Male,45,3,100212.13,1,1,0,152577.62,0
5717,665,Female,37,5,160389.82,1,0,1,183542.08,0
6657,660,Male,33,4,0.0,1,1,0,29664.45,0
9357,418,Female,46,9,0.0,1,1,1,81014.5,1
8790,416,Male,35,8,0.0,1,0,0,119712.78,0
67,735,Male,43,10,123180.01,2,1,1,196673.28,0
7923,730,Male,38,5,118866.36,1,1,1,163317.5,0
40,472,Male,40,4,0.0,1,1,0,70154.22,0
2269,605,Female,33,4,0.0,2,0,1,83700.66,0
2381,614,Female,41,7,179915.85,1,0,0,14666.35,1
7341,850,Male,54,7,108185.81,2,0,0,24093.4,1
9961,573,Male,44,9,0.0,2,1,0,107124.17,0
4916,539,Female,39,6,62052.28,1,0,1,59755.14,0
5322,721,Female,40,7,0.0,2,1,1,122580.48,0
5773,523,Female,36,8,113680.54,1,0,0,13197.44,0
6232,725,Female,47,1,104887.43,1,0,0,86622.56,1
6963,613,Male,39,8,118201.41,1,1,0,23315.59,0
3447,646,Male,32,8,105397.8,1,1,0,78111.84,1
6816,559,Male,50,5,162702.35,1,0,0,150548.5,1
2367,620,Male,39,9,159492.79,1,1,0,80582.34,1
7981,599,Male,38,9,89111.63,1,0,0,157239.6,0
8166,542,Male,37,8,0.0,1,1,1,807.06,0
2512,734,Male,51,1,118537.47,1,1,1,116912.45,0
9619,684,Male,35,3,99967.76,1,1,1,176882.08,0
2723,614,Female,41,8,121558.46,1,1,1,598.8,0
5948,473,Female,35,7,131504.73,1,1,0,189560.43,0
9185,584,Male,35,6,161613.94,2,1,1,148238.16,0
9004,708,Male,33,3,0.0,2,1,0,138613.21,0
1143,630,Male,43,9,0.0,2,1,1,34338.04,0
9736,659,Male,78,2,151675.65,1,0,1,49978.67,0
7222,744,Male,39,4,95161.75,1,1,0,19409.77,0
8292,783,Female,41,5,106640.5,1,1,0,176945.96,0
9220,598,Male,60,4,0.0,1,1,0,197727.14,1
4728,501,Male,40,5,114655.58,1,0,0,126535.92,0
5494,383,Female,48,8,95808.19,1,0,0,137702.01,1
5755,717,Male,50,9,90305.76,1,1,1,124626.57,0
7562,685,Male,33,6,0.0,1,1,0,58458.26,0
3789,609,Female,45,4,89122.3,1,1,1,199256.98,0
2220,714,Female,49,5,140510.89,1,1,0,141914.94,0
5075,792,Male,25,8,142862.21,1,1,1,130639.01,0
2331,508,Male,28,0,96213.82,2,1,0,147913.56,0
5394,637,Female,44,0,157622.58,1,1,1,120454.2,0
7439,432,Female,27,6,62339.81,2,0,0,53874.67,0
8067,530,Female,29,5,0.0,2,0,0,121451.21,0
7090,601,Male,47,1,64430.06,2,0,1,96517.97,0
9336,695,Male,49,9,159458.53,1,1,0,135841.35,0
4088,755,Male,40,2,137430.82,2,0,0,176768.59,0
1967,559,Male,25,5,0.0,2,1,1,163221.22,0
9363,634,Male,35,3,0.0,2,1,1,19515.48,0
9796,642,Male,22,10,111812.52,2,1,1,183045.46,0
6757,717,Male,36,2,102989.83,2,0,1,49185.57,0
9586,546,Female,20,6,0.0,1,0,1,20508.85,0
4365,501,Female,40,2,0.0,2,0,0,141946.92,0
6999,521,Male,27,4,121325.84,1,1,1,164223.7,1
423,678,Female,35,4,0.0,1,1,0,125518.32,0
280,782,Male,39,8,0.0,2,1,1,33949.67,0
1904,625,Female,69,1,107569.96,1,1,1,182336.45,0
595,611,Female,41,2,114206.84,1,1,0,164061.6,0
8579,650,Male,34,4,106005.54,1,0,1,142995.32,0
3917,685,Female,50,6,94238.75,2,1,1,50664.07,1
6142,755,Female,38,1,0.0,2,1,0,20734.81,0
5661,472,Female,26,5,0.0,2,1,0,108411.66,0
5778,526,Female,36,0,0.0,2,1,0,97767.63,0
3618,489,Female,46,8,92060.06,1,1,0,147222.95,1
6845,465,Male,24,5,117154.9,1,1,1,127744.02,0
839,507,Male,36,4,83543.37,1,0,0,140134.43,0
4596,567,Male,38,6,127678.8,2,0,0,45422.89,0
7496,824,Male,49,8,133231.48,1,1,1,67885.37,0
141,663,Male,34,7,0.0,2,1,1,180427.24,0
2597,592,Female,40,2,200322.45,1,1,1,113244.73,0
6701,653,Male,37,7,135847.47,1,1,0,144880.81,0
7756,621,Female,36,7,116338.68,1,1,1,155743.48,0
1377,768,Female,44,6,60603.4,1,1,1,178045.97,0
3674,658,Female,32,9,0.0,2,1,0,156774.75,0
8770,615,Male,59,8,0.0,2,1,1,165576.55,0
9895,684,Female,56,3,127585.98,3,1,1,80593.49,1
6362,629,Male,34,8,0.0,2,1,1,180595.02,0
4741,651,Male,45,2,165901.59,2,1,0,23054.51,1
3808,701,Male,41,0,150844.94,1,0,1,127623.36,0
1138,468,Male,42,9,181627.14,2,1,0,172668.39,0
2257,686,Female,35,4,0.0,2,1,1,159676.55,0
7865,691,Male,30,9,0.0,2,0,1,10963.04,0
1787,669,Male,25,1,157848.53,1,0,0,37543.93,1
3938,483,Male,41,1,118334.44,1,0,0,163147.99,1
9316,550,Male,49,0,108806.96,3,1,0,61446.92,1
4646,805,Female,26,8,42712.87,2,1,1,28861.69,0
459,637,Male,37,8,0.0,1,1,1,186062.36,0
6115,494,Male,40,7,0.0,2,0,1,158071.69,0
9542,644,Male,37,9,0.0,2,1,1,96442.86,0
948,659,Male,67,4,145981.87,1,1,1,131043.2,0
3700,678,Female,22,6,118064.93,2,1,1,195424.01,0
1336,618,Male,38,5,126473.99,1,1,0,91972.49,0
6370,707,Male,35,2,0.0,3,1,1,94148.3,0
4628,650,Male,32,1,132187.73,2,1,1,178331.36,0
6286,637,Female,41,9,0.0,2,1,0,145477.36,0
5925,706,Female,39,8,112889.91,1,0,1,6723.66,0
5934,765,Male,34,9,91835.16,1,0,0,138280.17,0
6040,682,Male,46,4,0.0,1,1,1,4654.28,0
441,790,Female,31,9,0.0,2,1,0,84126.75,0
6659,668,Male,39,4,79896.0,1,1,0,38466.39,0
1602,571,Female,42,4,108825.34,3,1,0,55558.51,1
2238,835,Male,28,2,163569.61,2,1,1,154559.28,0
639,785,Female,36,4,135438.4,1,0,0,190627.01,0
9820,648,Female,45,5,118886.55,1,0,0,51636.7,0
3830,850,Female,29,10,0.0,2,1,1,199775.67,0
9395,627,Male,52,1,76101.81,2,0,1,177238.35,0
6144,693,Female,46,3,151709.33,1,1,0,180736.24,0
7985,696,Female,27,2,96129.32,2,1,1,5983.7,0
9052,768,Female,47,5,104552.61,1,1,0,48137.08,1
6344,850,Male,41,3,0.0,2,1,0,128892.36,0
2501,691,Female,38,5,114753.76,1,1,0,107665.02,0
1958,645,Male,42,6,0.0,1,0,0,149807.01,0
1070,686,Female,47,5,170935.94,1,1,0,173179.79,1
155,706,Male,57,7,0.0,1,1,0,17941.16,1
2295,699,Male,40,7,0.0,1,0,1,152876.13,1
9801,569,Female,30,3,139528.23,1,1,1,33230.37,0
4578,691,Male,38,1,0.0,2,0,0,44653.5,0
1089,628,Female,51,3,123981.31,2,1,1,40546.15,0
6049,592,Male,41,0,0.0,2,1,0,65906.07,0
6415,674,Female,42,9,0.0,2,1,0,4292.72,0
2940,711,Female,28,5,0.0,2,1,1,93959.96,0
723,776,Female,38,2,169824.46,1,1,0,169291.7,0
4384,728,Male,37,0,0.0,2,1,1,72203.8,0
930,661,Male,39,6,132628.98,1,0,0,38812.67,0
2909,594,Male,38,6,63176.44,2,1,1,14466.08,0
7845,648,Male,34,0,0.0,1,1,1,167931.81,0
6763,718,Female,67,7,0.0,3,1,1,82782.08,0
8388,763,Female,53,4,0.0,1,1,0,77203.72,1
6416,762,Male,26,6,130428.78,1,1,0,173365.89,0
895,728,Male,32,5,61825.5,1,1,1,156124.93,0
3247,791,Male,25,7,0.0,1,1,0,89666.28,0
2326,648,Male,35,7,0.0,2,0,0,122899.01,0
7096,559,Male,38,3,145874.35,1,1,0,56311.39,1
9505,651,Male,28,10,79562.98,1,1,1,74687.37,0
7581,708,Male,42,9,176702.36,2,1,1,104804.74,0
9742,715,Male,45,4,0.0,2,1,1,55043.93,0
5038,612,Female,63,2,126473.33,1,0,1,147545.65,0
6450,834,Female,28,6,0.0,1,1,0,74287.53,0
4136,651,Male,44,2,0.0,3,1,0,102530.35,1
9248,629,Male,34,6,0.0,2,1,0,190347.72,0
1715,685,Male,43,9,108589.47,2,0,1,194808.51,0
1698,485,Male,51,7,144244.59,2,1,0,51113.14,0
9690,846,Female,34,10,142388.61,2,0,1,68393.64,1
9549,578,Male,36,1,157267.95,2,1,0,141533.19,0
9971,833,Female,34,3,144751.81,1,0,0,166472.81,0
8224,702,Male,50,3,0.0,2,0,0,94949.84,0
3831,722,Male,46,5,0.0,2,1,0,179908.71,0
6299,590,Male,24,7,126431.54,1,1,0,58781.11,0
3348,825,Male,40,6,132308.22,1,0,0,117122.5,0
9518,585,Male,44,7,163867.86,1,1,1,112333.22,0
985,551,Male,31,9,82293.82,2,1,1,91565.25,0
1821,630,Male,35,1,0.0,2,0,0,186826.22,0
4571,598,Male,20,8,180293.84,2,1,1,29552.7,0
587,725,Male,44,5,0.0,1,1,1,117356.14,0
9757,501,Male,35,6,99760.84,1,1,1,13591.52,0
5077,616,Male,34,10,0.0,2,1,0,25662.27,0
7782,585,Male,54,8,87105.32,1,1,1,55346.14,0
8323,712,Female,30,6,0.0,2,1,0,152417.97,0
9522,418,Male,35,7,0.0,2,1,1,88878.15,0
9967,623,Male,48,5,118469.38,1,1,1,158590.25,0
5483,568,Male,28,1,127289.28,1,0,0,45611.51,0
7746,554,Female,35,8,0.0,2,1,1,176779.46,0
9280,674,Female,45,6,72494.69,1,0,1,140041.78,0
5514,641,Male,65,6,38340.02,1,1,0,32607.77,1
9527,850,Female,40,9,99816.46,1,1,1,163989.66,1
8871,466,Female,30,3,0.0,1,1,0,193984.6,0
5553,666,Male,31,3,123212.08,2,1,1,112157.31,0
3557,675,Male,34,1,124619.33,2,0,1,163667.56,0
1395,705,Male,46,7,0.0,2,1,0,117273.35,0
264,738,Male,31,9,79019.8,1,1,1,18606.23,0
3547,662,Female,35,6,0.0,2,0,0,2423.9,1
6844,587,Male,33,8,148163.57,1,0,0,122925.4,0
7628,850,Male,28,8,99986.98,1,1,0,196582.55,0
6788,825,Male,37,6,118050.79,1,0,1,52301.15,0
3069,666,Male,43,7,137780.74,2,1,1,119100.05,1
5025,728,Male,37,3,122689.51,2,0,0,106977.53,1
8396,607,Female,48,4,112070.86,3,1,0,173568.3,1
3864,620,Male,40,5,108197.11,2,1,0,49722.34,0
9072,529,Male,43,6,93616.35,2,0,0,98348.66,0
2400,711,Male,34,4,133467.77,2,1,1,42976.64,0
6274,532,Male,52,3,110791.97,1,1,0,148704.77,1
8484,802,Female,60,3,92887.06,1,1,0,39473.63,1
3711,762,Female,34,8,98592.88,1,0,1,191790.29,1
246,772,Male,26,7,152400.51,2,1,0,79414.0,0
1594,706,Female,28,6,124923.35,2,1,1,50299.14,0
9682,686,Female,39,4,157731.6,2,1,0,162820.6,0
1529,578,Male,23,8,0.0,2,1,0,112124.98,0
8223,483,Male,27,1,77805.66,1,1,1,2101.89,0
923,572,Female,19,1,138657.08,1,1,1,16161.82,0
7553,719,Female,35,8,0.0,1,1,1,165162.4,0
4364,523,Male,27,8,61688.61,2,1,0,147059.16,0
669,640,Female,42,5,176099.13,1,1,1,8404.73,0
3604,610,Male,33,4,111582.11,1,0,0,113943.17,0
5108,650,Male,55,9,119618.42,1,1,1,29861.13,0
1910,617,Male,42,0,70105.87,1,1,1,120830.73,0
8344,520,Male,43,3,150805.17,3,0,1,25333.03,1
5248,669,Male,39,3,119452.03,1,1,1,171575.54,0
7183,703,Male,36,7,135095.47,1,1,0,143859.66,0
3958,633,Male,43,5,0.0,2,1,1,48249.88,0
6957,686,Female,44,7,55053.62,1,1,0,181757.19,0
6026,769,Male,41,1,72509.91,1,1,0,25723.73,0
5643,616,Female,36,6,0.0,1,1,1,12916.32,1
2696,698,Female,40,0,92053.44,1,1,1,143681.83,0
2591,634,Male,38,2,148430.55,1,1,1,56055.72,0
5906,788,Male,32,4,112079.58,1,0,0,89368.59,0
1781,793,Female,36,0,0.0,1,0,0,148993.47,0
6509,738,Female,40,1,115409.18,2,0,0,180456.8,0
3013,471,Female,27,4,0.0,2,1,0,122642.09,0
7133,743,Female,30,1,127023.39,1,1,1,138780.89,0
2307,610,Male,57,6,106938.11,2,0,1,186612.47,0
7276,594,Male,35,2,133853.27,1,1,1,65361.66,0
3690,670,Male,67,6,158719.57,1,1,1,118607.4,0
687,769,Female,45,5,126674.81,1,1,0,124118.71,1
6011,520,Female,45,1,123086.39,1,1,1,41042.4,1
7071,698,Female,63,5,0.0,1,1,1,173576.71,0
612,605,Female,64,2,129555.7,1,1,1,13601.79,0
7167,676,Male,29,7,131959.86,1,0,0,189268.81,0
9205,564,Male,31,0,110527.17,1,1,1,87060.77,0
3200,635,Male,24,4,140197.18,1,1,1,142935.83,0
2267,425,Male,39,4,0.0,2,1,0,197226.32,0
9781,641,Female,48,3,147341.43,1,1,1,157458.61,1
6629,579,Male,39,5,0.0,2,0,1,39891.84,0
4135,712,Female,29,3,87375.78,2,0,0,166194.53,0
1898,850,Female,45,5,127258.79,1,1,1,192744.23,1
9530,667,Male,41,6,0.0,2,0,0,167181.77,0
8153,606,Female,25,3,147386.72,3,1,0,45482.04,1
258,693,Female,30,6,127992.25,1,1,1,50457.2,0
2924,499,Female,29,6,148051.52,1,1,0,118623.94,0
9424,689,Female,40,1,0.0,2,1,1,119446.64,0
4943,528,Male,43,7,97473.87,2,1,1,159823.16,0
2822,569,Female,34,3,0.0,1,1,0,133997.53,0
6529,836,Female,37,10,0.0,2,1,0,111324.41,0
3339,599,Female,28,4,126833.79,2,1,0,60843.09,1
3525,625,Male,31,4,77743.01,2,1,0,75335.68,0
4563,705,Female,64,3,153469.26,3,0,0,146573.66,1
9656,696,Male,32,4,84421.62,1,0,1,52314.71,0
7908,581,Male,35,4,0.0,2,0,1,86383.82,0
5329,620,Male,41,3,0.0,2,1,1,137309.06,0
5223,662,Female,72,7,140301.72,1,0,1,179258.67,0
2285,630,Male,50,3,129370.91,4,1,1,47775.34,1
6063,762,Male,31,7,117687.35,1,1,1,159344.43,0
4654,578,Female,31,5,102088.68,4,0,0,187866.21,1
5000,834,Female,68,9,130169.27,2,0,1,93112.2,0
6710,578,Male,39,2,0.0,2,1,0,70563.9,0
9324,780,Male,71,9,142550.25,2,1,1,122506.78,0
484,615,Male,61,9,0.0,2,1,0,150227.85,1
2211,717,Male,40,0,98241.04,1,1,0,110887.14,0
5416,630,Male,50,8,0.0,2,0,1,79377.45,0
7563,609,Male,53,7,0.0,2,0,1,52332.85,0
2555,755,Male,38,9,148912.44,1,1,0,80416.16,0
7,376,Female,29,4,115046.74,4,1,0,119346.88,1
3657,731,Male,30,7,0.0,2,1,1,184581.68,0
6411,672,Female,21,1,35741.69,1,1,0,28789.94,0
9164,680,Male,36,7,0.0,2,1,0,20109.21,0
4874,703,Male,43,8,0.0,2,1,0,9704.66,0
4402,710,Female,46,10,120530.34,1,1,0,166586.99,1
8916,499,Female,46,6,0.0,2,1,0,73457.55,0
5546,786,Male,32,9,0.0,2,1,0,133112.41,0
5297,572,Male,51,8,97750.07,3,1,1,193014.26,1
2426,793,Female,41,3,141806.46,1,1,0,102921.17,0
6744,777,Female,30,4,0.0,2,0,1,115611.97,0
